Java 8 found at /usr/lib/jvm/java-8-openjdk/jre/bin/java
BBC started
06:18:20.148 [main] INFO de.learnlib.util.Experiment - Starting round 1
06:18:20.151 [main] INFO de.learnlib.util.Experiment - Learning
06:18:33.862 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.529868517578905
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:21:57.111 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.095974435350755
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.474738168207296
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.86591188627354
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.09133609069178
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.010581336430945
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.88898248813628
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:21:57.112 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.742838548398566
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.56910218221094
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.31967548100715
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.57191500818317
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.919195043743883
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.79828129033021
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.88548123136897
06:21:57.113 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.94980375238489
06:21:57.113 [main] INFO de.learnlib.util.Experiment - ab ab ab bb aa bb ba ab bb aa ba ba ab aa bb
06:21:57.114 [main] INFO de.learnlib.util.Experiment - Starting round 7
06:21:57.114 [main] INFO de.learnlib.util.Experiment - Learning
06:22:04.652 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:22:05.329 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
06:22:05.329 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.529868517578905
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.095974435350755
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.474738168207296
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.86591188627354
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.09133609069178
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:22:05.330 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.88898248813628
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.56910218221094
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.31967548100715
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.57191500818317
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.919195043743883
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.79828129033021
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:22:05.331 [Thread-6] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.88548123136897
06:22:05.331 [main] INFO de.learnlib.util.Experiment - ab aa bb ba bb bb bb ab ba bb ab ba aa bb ba
06:22:05.332 [main] INFO de.learnlib.util.Experiment - Starting round 8
06:22:05.332 [main] INFO de.learnlib.util.Experiment - Learning
06:22:08.228 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.529868517578905
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.86591188627354
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:22:08.850 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.31967548100715
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:22:08.851 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:22:08.852 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:22:08.852 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:22:08.852 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:22:08.852 [Thread-7] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 73.92968791335778
06:22:08.862 [main] INFO de.learnlib.util.Experiment - ab aa aa bb aa aa ab bb ab aa ba ba ab ab ab
06:22:08.863 [main] INFO de.learnlib.util.Experiment - Starting round 9
06:22:08.863 [main] INFO de.learnlib.util.Experiment - Learning
06:22:39.067 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.529868517578905
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:22:39.781 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.216616809830086
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:22:39.782 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:22:39.783 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:22:39.783 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:22:39.783 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:22:39.783 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:22:39.783 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:22:39.783 [Thread-8] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:22:39.783 [main] INFO de.learnlib.util.Experiment - ab ab ba aa ba ab ab bb ab ba ab aa bb ba ba
06:22:39.783 [main] INFO de.learnlib.util.Experiment - Starting round 10
